"","X1","X2"
"1",7.27292952139297,1.21080043453202
"2",3.47835973984519,5.61871227790848
"3",5.78634706896461,2.97100509028567
"4",5.06184208200561,0.707732285499079
"5",6.39198230511573,3.27483668153314
"6",5.8631511344068,1.97951306104344
"7",4.1867115859368,1.98957775288342
"8",5.59971653017738,3.6074769641306
"9",4.16907733885174,-2.45955100969296
"10",5.18972319498371,4.53264042823688
"11",3.23750509715132,-0.361442287436649
"12",4.50592589483273,0.67633532404982
"13",6.08595652186564,2.92752883153835
"14",5.3081956429594,2.80969876579522
"15",3.45743152325412,0.423872485655507
"16",2.25288542062757,-1.56377389720994
"17",2.43057522858764,-1.4755010722314
"18",2.75329305540683,-3.72453250507466
"19",6.70212447423808,3.75091518279959
"20",5.12147104517925,2.35886231894591
"21",-1.32719879820935,-3.4752585672113
"22",2.49065808355897,1.68521390049226
"23",5.24109008388331,2.05284382055233
"24",4.70670499856414,1.79278499501523
"25",3.4759130126089,0.279355919914959
"26",3.82775399610393,-0.942139990865938
"27",6.89930234398061,0.59108183731966
"28",6.86785605604025,0.0874911085298366
"29",3.9119928671204,-4.84773198435393
"30",5.20092649779581,3.11114040944495
"31",3.5835061603728,1.25822508861826
"32",7.45393332521729,0.0943392572409958
"33",7.13888781387104,-0.744774630972
"34",7.51749230666642,1.0712423472835
"35",4.27105140605202,1.42278851497586
"36",0.405359713410286,-2.24110047264686
"37",7.78356193619289,0.745936967727544
"38",8.70555683021108,1.1546753031967
"39",5.33337426864648,2.06715477353832
"40",8.70269379804371,1.18807936107339
"41",5.54125943345922,-1.9875024613352
"42",4.85711772306485,-0.936366384926363
"43",7.66296962707922,2.62592014524577
"44",5.40056100545567,0.038731216947295
"45",-2.70250887660513,-1.52925494200051
"46",4.25234323738291,-1.59137933483539
"47",4.7674304647568,-1.34111302238873
"48",2.09431657034008,-0.786144017323846
"49",2.82872529971439,-1.0203008907835
"50",7.98126132337661,2.52348040619345
"51",4.29361481291554,-1.44604403825428
"52",2.0584744919732,-0.714181511234113
"53",6.95288325894836,4.20688578090279
"54",6.25629928612225,2.4657961644017
"55",0.76114152127575,-2.1844444291543
"56",5.18448702373073,-0.752558719128244
"57",2.84428346391407,-4.27863076667779
"58",0.778368442824038,-0.765879369312199
"59",-5.45375173405163,3.76052736315016
"60",-6.29470517526246,3.11773847237329
"61",-6.1991073491915,4.27237326104806
"62",-6.44497171696695,2.95847764574579
"63",-1.01110273398671,-6.52769555818054
"64",1.19861871298376,-7.28350847591891
"65",1.6961525905912,-5.68826210511798
"66",1.04952652208457,-3.92098737505657
"67",1.88945363226589,-7.27126006792158
"68",0.836904552578902,-4.60177246382602
"69",1.75448920687499,-4.73950325359153
"70",8.71616664863906,-0.446254078462573
"71",2.03129162315553,-4.16611418254633
"72",1.5077159990165,-6.84283913512339
"73",2.75401402307887,-4.86534685203104
"74",0.477222206818772,6.17678054476074
"75",3.70929149332942,4.3554437921342
"76",2.32426714367364,-6.49504849054287
"77",1.99892342100309,-5.3736358224697
"78",-5.38611668097848,0.525044602240593
"79",1.84180284086413,-4.41365655459244
"80",1.82947380203108,-4.05930762616094
"81",1.16820695735099,-5.07560083391977
"82",1.79562796498802,-7.12096721014128
"83",2.74697225193056,3.92623849756388
"84",-1.00091972208703,-4.91618143842542
"85",3.0660413863177,4.49056989549535
"86",3.50739725063103,2.16711736139521
"87",0.213252873182812,-4.63354884724651
"88",-6.71499681063851,1.84314318736991
"89",-0.433864925401668,4.24447487006331
"90",-3.59407473438669,3.47448253299685
"91",1.11879164187554,3.01196815170174
"92",-0.548410742173231,5.01229783686163
"93",-0.141941696917458,-0.720680049624532
"94",2.23468899349381,2.71487208216155
"95",-2.28387463616792,3.48014507545683
"96",-2.97469386053268,5.38793114021677
"97",-0.925081898052704,3.85615966713295
"98",-0.980143543391819,0.116579850534862
"99",-1.84472466903561,0.835447326086476
"100",-3.09197580218083,2.19930646408752
"101",-1.50104944878492,3.63825939376418
"102",0.924327997906296,1.75482185210065
"103",-4.70973526328161,5.69092706913503
"104",0.803032817136808,1.76260604396176
"105",-5.71384698364059,6.02896789585636
"106",-0.588696267698215,1.31246726401869
"107",0.384817076342002,1.9376755746393
"108",-0.61641185089036,-2.61791825281149
"109",0.430651962205784,0.58375236695838
"110",0.66037772373664,1.57600552475878
"111",-6.97231376425793,0.913752035285445
"112",-0.363906038083668,2.86680732955882
"113",-0.560651599323585,3.6973306076524
"114",-0.0666184993311233,3.7455118832757
"115",0.205238717469768,-0.820885049402224
"116",-0.0174991291207984,3.93486191716418
"117",0.367223116000271,4.32287162881517
"118",-1.33446599543532,2.43592416084741
"119",1.11636440714016,5.20697730340344
"120",1.50161390535808,4.11560250693125
"121",-2.45574413553205,6.57373932094395
"122",0.397088513797539,5.98960005382559
"123",-3.82011552827137,2.89254244736225
"124",-0.680551443659143,5.13874301854795
"125",-0.292329314124031,-3.52468787595807
"126",-1.04729374702577,-0.250328844153382
"127",-0.496686116066648,-3.21750444670688
"128",-0.409041914640589,-0.44647055677654
"129",-1.08189171570366,0.19582787507819
"130",1.43095965735305,0.390222222448381
"131",-0.19835320693462,-2.13318875626602
"132",1.57577420052214,0.578083487567814
"133",-1.90004252615544,4.66056899338647
"134",-1.80125692057333,5.34113192016389
"135",2.4310925677034,2.74627012594523
"136",-1.44726328757437,4.39696729949522
"137",-7.02512183947457,0.64107234767808
"138",-3.20119182351785,3.40707170844042
"139",-0.543752513793672,2.10050180208727
"140",-2.57726668127003,5.1162224707263
"141",-5.43966502336618,-4.54464995318425
"142",-6.29975669425042,-3.43432332283137
"143",-2.61208149011566,-2.83341389560144
"144",-6.04954132692159,-3.31111006167705
"145",-6.00868611098537,-4.16848546428292
"146",-7.22893906221986,-1.64829355753127
"147",-4.29385456956677,-4.77355092446022
"148",-8.00783492780324,2.38727663265835
"149",-5.47279706002286,-3.78089877788151
"150",-3.8325107822125,-3.84375984991251
"151",-3.68592634986512,0.955026715054591
"152",-3.85702141602716,1.49320056963088
"153",-1.41442737325469,-1.85040907594189
"154",-2.24804281971955,-5.01758892715487
"155",-6.28993036426653,3.59124819531412
"156",3.28687774348651,6.80069812790198
"157",-4.76166806927516,-5.28217239566968
"158",-4.81197301682916,-2.18268201497298
"159",-3.6307540934682,-2.50603680625736
"160",-0.65123754592219,-1.90499035646191
"161",2.24395668961351,1.70755870900689
"162",-0.0934002792960857,-2.2697509932676
